,atividade,data
0,2.1 Lançamento do Edital na página eletrônica da FAPEG 2.2 Publicação no DOE 2.3 Limite para impugnação do edital 2.4 Disponibilização do formulário no sistema OPP FAPEG 2.5 Limite para submissão eletrônica das propostas 2.6 Divulgação do resultado preliminar dos projetos aprovados 2.7 Prazo para interposição de recursos 2.8 Divulgação do resultado final dos projetos aprovados ,17/12/2019 17/12/2019 20/12/2019 13/01/2020 31/03/2020 17/04/2020 20/04/2020 a 05/05/2020 15/05/2020 
